Name,URL,Image_URL,Indirect:,Episode count:,Born:,Last appears,Cellmate(s):,Eye color,Sex,Original Identity,Occupation,Death reason:,Shows,Cellmate(s),First appears:,Prison,Age,Sex:,First Appearance,Alias(es):,Family,Cause of death,Season(s):,Portrayed by,Affiliations,Last Appearance,Last appears:,Species:,Kills:,First appears,Death,Sentence,Status,Affiliations:,Prison:,Actor,Created by:,Portrayed by:,Status:,Hair color,Other names,Crime(s),Died:
Maggio's friend,https://prisonbreak.fandom.com/wiki/Maggio%27s_friend,https://static.wikia.nocookie.net/prisonbreak/images/f/f8/ImagesCAC0A46B.jpg/revision/latest/scale-to-width-down/268?cb=20110213211145,,,,Flight,,,,,,,,,,,,,,,,,,,,,,,,,,,Alive,,,,,,,,,,
Maliovisky,https://prisonbreak.fandom.com/wiki/Maliovisky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manche Sanchez,https://prisonbreak.fandom.com/wiki/Manche_Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manche Sanchez (Pobeg),https://prisonbreak.fandom.com/wiki/Manche_Sanchez_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel,https://prisonbreak.fandom.com/wiki/Marcel,https://static.wikia.nocookie.net/prisonbreak/images/e/ea/Normal_301-015.jpg/revision/latest/scale-to-width-down/268?cb=20100408210203,,1,,,,,,,,Sammy,,,Orientación,,,Male,,,,,3,,,,Orientación,,,,,,,,Sona,,,Josh Tessier,Deceased,,,,
Maria Jimenez,https://prisonbreak.fandom.com/wiki/Maria_Jimenez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria Sweeney,https://prisonbreak.fandom.com/wiki/Maria_Sweeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariano,https://prisonbreak.fandom.com/wiki/Mariano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maricruz Delgado,https://prisonbreak.fandom.com/wiki/Maricruz_Delgado,https://static.wikia.nocookie.net/prisonbreak/images/6/69/Normal_219_305.jpg/revision/latest/scale-to-width-down/268?cb=20110715210338,,,,Call Waiting,,,Female,,,,,,,,,,,,Lila Maria Sucre (daughter) Fernando Sucre (fiance),,,Nadine Velazquez Camille Guaty Melissa Marsala,,,,,,Pilot,,,Alive,,,,,,,,,,
Maricruz Delgado (Pobeg),https://prisonbreak.fandom.com/wiki/Maricruz_Delgado_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marilyn,https://prisonbreak.fandom.com/wiki/Marilyn,https://static.wikia.nocookie.net/prisonbreak/images/d/db/Normal_108-360ujus.jpg/revision/latest/scale-to-width-down/268?cb=20090423141620,,,,4x15,,,,,,,,,,,,,,,,,,Unknown,,,,,,1x1,,,Deceased,,,,,,,,,,
Marilyn (Pobeg),https://prisonbreak.fandom.com/wiki/Marilyn_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marjorie Swift,https://prisonbreak.fandom.com/wiki/Marjorie_Swift,,,,,Cowboys & Indians,,,,,,,,,,,,,,,,,,Amy Chaffee,,,,,,Cowboys & Indians,,,Alive,,,,,,,,,,
Mark Wheeler,https://prisonbreak.fandom.com/wiki/Mark_Wheeler,https://static.wikia.nocookie.net/prisonbreak/images/d/d9/Pb_wheeler.jpg/revision/latest/scale-to-width-down/268?cb=20070530110124,,,,Going Under,,brown,male,,Special agent at the FBI,,,,,,20s or 30s,,,,unknown,,,Jason Davis,FBI,,,,,Manhunt,,,Alive,,,,,,,blonde,Agent Wheeler,,
Marlin,https://prisonbreak.fandom.com/wiki/Marlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marty Gregg,https://prisonbreak.fandom.com/wiki/Marty_Gregg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Gudat,https://prisonbreak.fandom.com/wiki/Marvin_Gudat,https://static.wikia.nocookie.net/prisonbreak/images/e/e3/Normal_ep202_097.jpg/revision/latest/scale-to-width-down/268?cb=20100411095020,,2,,,,,,,,Poisoned by Theodore Bagwell,,,Manhunt,,,Male,,Dr. Gudat,,,2,,,,Otis,,,,,,,,,,,Ranjit Chowdhry,Deceased,,,,
Marvin Mancia,https://prisonbreak.fandom.com/wiki/Marvin_Mancia,https://static.wikia.nocookie.net/prisonbreak/images/0/04/402-245.jpg/revision/latest/scale-to-width-down/268?cb=20110318153003,,,,Breaking and Entering,,,,,,,,,,,,,,,,,,Marvin Mancia,,,,,,Breaking and Entering,,,Unknown,,,,,,,,,,
Marvin Mancia's daughter,https://prisonbreak.fandom.com/wiki/Marvin_Mancia%27s_daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mary Francis,https://prisonbreak.fandom.com/wiki/Mary_Francis,https://static.wikia.nocookie.net/prisonbreak/images/3/3e/I6xnyc.png/revision/latest/scale-to-width-down/268?cb=20110505141118,,,,Scylla,,,,,Prostitute,,,,,,,,,,Lechero † (ex-boyfriend) Theodore Bagwell (ex-boyfriend),,,Crystal Mantecon,,,,,,Orientación,,,Alive,,,,,,,,Carmelita,,
Matt Feytek,https://prisonbreak.fandom.com/wiki/Matt_Feytek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayor,https://prisonbreak.fandom.com/wiki/Mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayor's son,https://prisonbreak.fandom.com/wiki/Mayor%27s_son,https://static.wikia.nocookie.net/prisonbreak/images/d/d5/Male.jpg/revision/latest?cb=20100501194117,,1,,,,,,,,Accidentally killed in a bar fight by James Whistler,,,Fire/Water,,,Male,,,,,4,,,,Fire/Water,,,,,,,,,,,,Deceased,,,,Unknown
Maytag's friend,https://prisonbreak.fandom.com/wiki/Maytag%27s_friend,https://static.wikia.nocookie.net/prisonbreak/images/e/ec/Thumb_102-514.jpg/revision/latest?cb=20110321181521,,,,Allen,,,,,,,,,,,,,,,,,,( unknown actor ),,,,,,Allen,,,Unknown,,,,,,,,,,
Maze,https://prisonbreak.fandom.com/wiki/Maze,,,,,,,,Male,,Inmate,,,,,,,,,,Darius 'Red' Lewis,,,Sylvester Powell,,,,,,,,,Alive,,,,,,,,,,
McMorrow,https://prisonbreak.fandom.com/wiki/McMorrow,https://static.wikia.nocookie.net/prisonbreak/images/9/90/Normal_101-576jjjj.jpg/revision/latest/scale-to-width-down/268?cb=20090423142152,,,,Pilot,,,Male,,Bishop,,,,,,62,,,,,Shot in the head by a Company agent,,Chelcie Ross,,,,,,Pilot,2005,,Deceased,,,,,,,,,,
Menjavar,https://prisonbreak.fandom.com/wiki/Menjavar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mestas,https://prisonbreak.fandom.com/wiki/Mestas,https://static.wikia.nocookie.net/prisonbreak/images/8/84/Pb-312-7.jpg/revision/latest/scale-to-width-down/268?cb=20100506180437,,,,The Art of the Deal,,,,,,,,,,,,,,,,,,,,,,,,Boxed In,,,Unknown,,,,,,,,,,
Mexican pilot,https://prisonbreak.fandom.com/wiki/Mexican_pilot,https://static.wikia.nocookie.net/prisonbreak/images/2/20/The_Killing_Box_2.JPG/revision/latest/scale-to-width-down/268?cb=20111125211422,,3,,,,,,,,Jumped out a plane [ 1 ],,,Bolshoi Booze,,,Male,,,,,2,,,,The Killing Box,,,,,,,,,,,Justin Meeks,Deceased,,,,
Meyerhoff,https://prisonbreak.fandom.com/wiki/Meyerhoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael's foster father,https://prisonbreak.fandom.com/wiki/Michael%27s_foster_father,https://static.wikia.nocookie.net/prisonbreak/images/1/16/MP2.jpg/revision/latest/scale-to-width-down/268?cb=20110202171605,,,,Disconnect,,,,,,,,,,,,,,,,,,( unknown actor ),,,,,,Disconnect,,,Deceased,,,,,,,,,,
Michael Hooker,https://prisonbreak.fandom.com/wiki/Michael_Hooker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Kock,https://prisonbreak.fandom.com/wiki/Michael_Kock,https://static.wikia.nocookie.net/prisonbreak/images/d/d5/Male.jpg/revision/latest?cb=20100501194117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,
Michael Roker,https://prisonbreak.fandom.com/wiki/Michael_Roker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Scofield,https://prisonbreak.fandom.com/wiki/Michael_Scofield,https://static.wikia.nocookie.net/prisonbreak/images/f/fd/Michael_Scofield_Season_4.JPG/revision/latest/scale-to-width-down/268?cb=20080907020253,,,,""" Behind The Eyes """,,Blue/green,Male,,Structural Engineer (before prison),,,Fernando Sucre ( Cell 40 ) Charles Patoshik ( Cell 40 ),,Fox River Sona Ogygia Prison,Unknown (retconned),,,,Christina Scofield (mother) Aldo Burrows (father) Lincoln Burrows (brother) Sara Scofield (wife) Michael Scofield Jr. (son) Lincoln Burrows Jr. (nephew) Nika Volek (ex-wife),,,Wentworth Miller Dylan Minnette (young),The Fox River Eight The Sona Seven The Scylla Team,,,,,""" Pilot """,,5 years,Alive,,,,,,,Black,"Mike Fish (in Fox River ) Snowflake, Einstein (By C-Note ) Pretty/Pretty Boy (By T-Bag ) Papi (By Sucre ) College Boy (By Brad Bellick ) Phineas McClintock FBI Agent Wayne Merrick Michael Crane Kevin Freeling Superstar, Waterboy, Engineer (by Lechero ) Police Officer Mathers Kaniel Outis",Bank robbery Escaping prison Evasion of authorities Breaking and entering,
Michael Scofield (The Conspiracy),https://prisonbreak.fandom.com/wiki/Michael_Scofield_(The_Conspiracy),https://static.wikia.nocookie.net/prisonbreak/images/a/a7/Michael_Scofield.png/revision/latest/scale-to-width-down/268?cb=20100527144845,,,,,,,,,,,,Fernando Sucre ( Cell 40 ) Charles Patoshik ( Cell 40 ),,Fox River,,,,,,,,Wentworth Miller (English) Unknown voice actor (Deutch) Unknown voice actor (Slovak),,,,,,,,5 years,Alive,,,,,,,,,Escaping prison,
Michael Scofield Jr.,https://prisonbreak.fandom.com/wiki/Michael_Scofield_Jr.,https://static.wikia.nocookie.net/prisonbreak/images/9/99/Michael_Scofield_Jr.S5.jpg/revision/latest/scale-to-width-down/268?cb=20170803112538,,3,Circa 2006,,,Brown,,,,,,,Killing Your Number,,,Male,,Grandson of Wild West Frank.,,,"4 , 5",,,,Behind The Eyes,Human,,,,,,Sara Scofield (Mother) Michael Scofield (Father) Frank Tancredi (Grandfather) Aldo Burrows (Grandfather) Christina Scofield (Grandmother),,,,Ethan Alderman ( Season 4 ) Christian Michael Cooper ( Season 5 ),Alive,,,,
Michelle Taylor,https://prisonbreak.fandom.com/wiki/Michelle_Taylor,https://static.wikia.nocookie.net/prisonbreak/images/6/6b/Normal_402-224.jpg/revision/latest/scale-to-width-down/268?cb=20101230102312,,,,The Price,,,,,,,,,,,,,,,,,,Julie Berzon,,,,,,Breaking and Entering,,,Deceased,,,,,,,,,,
Mike Botoni,https://prisonbreak.fandom.com/wiki/Mike_Botoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Colburn,https://prisonbreak.fandom.com/wiki/Mike_Colburn,https://static.wikia.nocookie.net/prisonbreak/images/0/02/End_of_the_Tunnel_4.PNG/revision/latest/scale-to-width-down/268?cb=20110531225519,,1,,,,,,,,Suicide by gunshot in the head,,,Where in the World is Carmen Vega,,,Male,,,,,1,,,,Where in the World is Carmen Vega,,1,,,,,,,,Matt Olmstead Michael Gilvary,Derek Webster,Deceased,,,,2011 or 2012
Miller,https://prisonbreak.fandom.com/wiki/Miller,https://static.wikia.nocookie.net/prisonbreak/images/6/6e/Prison-break-the-conspiracy-xbox-360-043.jpg/revision/latest/scale-to-width-down/268?cb=20100426181305,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,,,,,,,,,Christian Lanz [ 1 ],,,,,,Prison Break - The Conspiracy (Game),,,Alive,,,,,,,,,,
Miriam Holtz,https://prisonbreak.fandom.com/wiki/Miriam_Holtz,https://static.wikia.nocookie.net/prisonbreak/images/c/c2/9lzkc0hbqk2kckh9.jpg/revision/latest/scale-to-width-down/268?cb=20110727221042,,11,,,,,,,,Shot by Donald Self,,,Shut Down,,,Female,,Trishanne,,,4,,,,Deal or No Deal (Corpse only),,1,,,,,,,,,Shannon Lucio,Deceased,,,,2005
Mo Blakely,https://prisonbreak.fandom.com/wiki/Mo_Blakely,https://static.wikia.nocookie.net/prisonbreak/images/e/e3/Clipboard01.jpg/revision/latest/scale-to-width-down/268?cb=20120411165518,,1,,,,,,,,Stabbed by Ronnie Marcum,,,Self Help,,,Male,,,,,2,,,,Self Help,,,,,,,,,,,Reginal Varice [ 1 ],Deceased,,,,
Moore,https://prisonbreak.fandom.com/wiki/Moore,https://static.wikia.nocookie.net/prisonbreak/images/6/6e/Prison-break-the-conspiracy-xbox-360-043.jpg/revision/latest/scale-to-width-down/268?cb=20100426181305,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,,,,,,,,,Unknown voice actor (English) Unknown voice actor (Deutch),,,,,,Prison Break - The Conspiracy (Game),,,Alive,,,,,,,,,,
Mr. Bagwell,https://prisonbreak.fandom.com/wiki/Mr._Bagwell,https://static.wikia.nocookie.net/prisonbreak/images/8/86/Mr.bagwell.jpg/revision/latest/scale-to-width-down/268?cb=20110715074647,31,3,,,,,,,,,,,"Riots, Drills and the Devil, Part 1",,,Male,,,,,"PB : 1 , 2 BK : 1",,,,The Bag Man,,,,,,,,,,,Joel Stoffer,Unknown,,,,
Mr. Bellick,https://prisonbreak.fandom.com/wiki/Mr._Bellick,https://static.wikia.nocookie.net/prisonbreak/images/d/d5/Male.jpg/revision/latest?cb=20100501194117,,1,,,,,,,,Natural causes,,,Greatness Achieved,,,Male,,,,,4,,,,Greatness Achieved,,,,,,,,,,,,Deceased,,,,Unknown
Mr. Hollander (Pobeg),https://prisonbreak.fandom.com/wiki/Mr._Hollander_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Patoshik,https://prisonbreak.fandom.com/wiki/Mr._Patoshik,https://static.wikia.nocookie.net/prisonbreak/images/d/d5/Male.jpg/revision/latest?cb=20100501194117,4,1,,,,,,,,Shot by Charles Patoshik,,,,,,Male,,,,,2,,,,,,,,,,,,,,,,Deceased,,,,Unknown
Mr. Samuels,https://prisonbreak.fandom.com/wiki/Mr._Samuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Savrinn,https://prisonbreak.fandom.com/wiki/Mr._Savrinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Savrinn (Pobeg),https://prisonbreak.fandom.com/wiki/Mr._Savrinn_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. Clayton,https://prisonbreak.fandom.com/wiki/Mrs._Clayton,https://static.wikia.nocookie.net/prisonbreak/images/6/61/Female.jpg/revision/latest?cb=20100501200110,,,,(Mentioned only),,,,,,,,,,,,,,,,,,,,,,,,(Mentioned only),,,Alive,,,,,,,,,,
Mrs. Delgado,https://prisonbreak.fandom.com/wiki/Mrs._Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. Self,https://prisonbreak.fandom.com/wiki/Mrs._Self,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. Tancredi,https://prisonbreak.fandom.com/wiki/Mrs._Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrs. Weatman,https://prisonbreak.fandom.com/wiki/Mrs._Weatman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mysterious Man,https://prisonbreak.fandom.com/wiki/Mysterious_Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSA Analyst,https://prisonbreak.fandom.com/wiki/NSA_Analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nandu Banerjee,https://prisonbreak.fandom.com/wiki/Nandu_Banerjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naomi,https://prisonbreak.fandom.com/wiki/Naomi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natasha Parker,https://prisonbreak.fandom.com/wiki/Natasha_Parker,https://static.wikia.nocookie.net/prisonbreak/images/6/61/Female.jpg/revision/latest?cb=20100501200110,,,,The Key,,,,,,,,,,,,,,,,,,,,,,,,The Key,,,Alive,,,,,,,,,,
Nathan Schumer,https://prisonbreak.fandom.com/wiki/Nathan_Schumer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathaniel Edison,https://prisonbreak.fandom.com/wiki/Nathaniel_Edison,https://static.wikia.nocookie.net/prisonbreak/images/d/dc/Nathaneal_Edison.JPG/revision/latest/scale-to-width-down/268?cb=20081001022206,,,,The Price,,,,,,,,,,,,,,,,,,John Sanderford,,,,,,Blow Out,,,Alive/Imprisoned,,,,,,,,,,
Nationial Guardsman (I),https://prisonbreak.fandom.com/wiki/Nationial_Guardsman_(I),https://static.wikia.nocookie.net/prisonbreak/images/0/07/38.JPG/revision/latest/scale-to-width-down/268?cb=20100809185313,,,,Selfless,,,,,,,,,,,,,,,,,,,,,,,,Selfless,,,Alive,,,,,,,,,,
Naveen Banerjee,https://prisonbreak.fandom.com/wiki/Naveen_Banerjee,https://static.wikia.nocookie.net/prisonbreak/images/6/6a/3089.jpg/revision/latest/scale-to-width-down/268?cb=20100421124826,,,,S.O.B.,,,,,,,,,,,,,,,,,,Anthony Azizi,,,,,,Versus,,,Deceased,,,,,,,,,,
News anchor,https://prisonbreak.fandom.com/wiki/News_anchor,https://static.wikia.nocookie.net/prisonbreak/images/6/60/PrisonBreakS04E19HDTVXviD-LOLavi-6.jpg/revision/latest/scale-to-width-down/268?cb=20100425203852,,,,S.O.B.,,,,,,,,,,,,,,,,,,Tim Ryan,,,,,,S.O.B.,,,Alive,,,,,,,,,,
Newscaster,https://prisonbreak.fandom.com/wiki/Newscaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Savrinn,https://prisonbreak.fandom.com/wiki/Nick_Savrinn,https://static.wikia.nocookie.net/prisonbreak/images/0/0f/Photo005.jpg/revision/latest?cb=20070114005832,,,,Flight,,,,,,,,,,,,,,,,Shot by a unnamed man,,Frank Grillo Johannes Baasner [ 1 ] (Deutsch),,,,,,Cute Poison,,,Deceased,,,,,,,,,,
Nick Savrinn (Pobeg),https://prisonbreak.fandom.com/wiki/Nick_Savrinn_(Pobeg),https://static.wikia.nocookie.net/prisonbreak/images/8/8e/2611221_th.jpg/revision/latest/scale-to-width-down/268?cb=20110729085846,,,,,,,,,,Shot by John Abruzzi's henchman,,,,,,Male,,,,,1,,,,,,,,,,,,,,,,Deceased,,,,
Nicole Abruzzi,https://prisonbreak.fandom.com/wiki/Nicole_Abruzzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nika Volek,https://prisonbreak.fandom.com/wiki/Nika_Volek,https://static.wikia.nocookie.net/prisonbreak/images/d/dc/278464550_d7a3eea3ee.jpg/revision/latest/scale-to-width-down/268?cb=20110729090540,,,,2x4,,,,,,,,,,,,,,,Michael Scofield (ex-husband),,,Holly Valance,,,,,,1x10,,,Alive,,,,,,,,Jasmine,,
Nika Volek (Pobeg),https://prisonbreak.fandom.com/wiki/Nika_Volek_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Octavio,https://prisonbreak.fandom.com/wiki/Octavio,https://static.wikia.nocookie.net/prisonbreak/images/9/97/Octavio.jpg/revision/latest/scale-to-width-down/268?cb=20111026181029,,,,,,,,,,Beaten to death by Brad Bellick,,,Orientación,,,Male,,Caveman,,,3,,,,Boxed In,,,,,,,,Sona,,Paul Scheuring,Mike Seal,Deceased,,,,"2005 , Sona"
Old Mexican Man,https://prisonbreak.fandom.com/wiki/Old_Mexican_Man,https://static.wikia.nocookie.net/prisonbreak/images/4/40/Normal_ep215_102.jpg/revision/latest/scale-to-width-down/268?cb=20100415183307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alive,,,,,,,,,,
Old Sona Inmate (I),https://prisonbreak.fandom.com/wiki/Old_Sona_Inmate_(I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Sona inmate,https://prisonbreak.fandom.com/wiki/Old_Sona_inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omar,https://prisonbreak.fandom.com/wiki/Omar,https://static.wikia.nocookie.net/prisonbreak/images/5/54/DAcFSebXUAIFQTa.jpg/revision/latest/scale-to-width-down/268?cb=20171118162327,,,,,,,,,,,,,,,,Male,,,,,5,,,,,,,,,,,,,,,,Deceased,,,,
Orderly (Flight),https://prisonbreak.fandom.com/wiki/Orderly_(Flight),https://static.wikia.nocookie.net/prisonbreak/images/a/a1/Normal_122_165.jpg/revision/latest/scale-to-width-down/268?cb=20110214124536,,,,Flight,,,,,,,,,,,,,,,,,,David Alan Anderson,,,,,,Flight,,,Alive,,,,,,,,,,
Oren's Secretary,https://prisonbreak.fandom.com/wiki/Oren%27s_Secretary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orwell Wilson,https://prisonbreak.fandom.com/wiki/Orwell_Wilson,https://static.wikia.nocookie.net/prisonbreak/images/2/25/Prison-break-the-conspiracy-playstation-3-ps3-123.jpg/revision/latest/scale-to-width-down/268?cb=20100426183410,,,,Prison Break - The Conspiracy (Game),,,,,,,,,,,,,,,,,,Unknown voice actor (English),,,,,,Prison Break - The Conspiracy (Game),,,Alive,,,,,,,,,,
Otto Fibonacci,https://prisonbreak.fandom.com/wiki/Otto_Fibonacci,https://static.wikia.nocookie.net/prisonbreak/images/e/e1/Pb_fibonacci.jpg/revision/latest?cb=20070302175340,,,,1x10,,,,,,,,,,,,,,,,,,Roderick Peeples ( unknown actor ),,,,,,1x10,,,Alive,,,,,,,,,,
Otto Fibonacci (Pobeg),https://prisonbreak.fandom.com/wiki/Otto_Fibonacci_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otto Fibonacci (The Conspiracy),https://prisonbreak.fandom.com/wiki/Otto_Fibonacci_(The_Conspiracy),https://static.wikia.nocookie.net/prisonbreak/images/d/d5/Male.jpg/revision/latest?cb=20100501194117,,0 [ 1 ],,,,,,,,,,,Chapter 1,,,Male,,,,,Prison Break: The Conspiracy,,,,Chapter 1,,,,,,,,,,,,Alive,,,,
P. Patterson,https://prisonbreak.fandom.com/wiki/P._Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pain Train,https://prisonbreak.fandom.com/wiki/Pain_Train,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pam Larson,https://prisonbreak.fandom.com/wiki/Pam_Larson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alive,,,,,,,,,,
Park ranger,https://prisonbreak.fandom.com/wiki/Park_ranger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Malloy,https://prisonbreak.fandom.com/wiki/Patrick_Malloy,https://static.wikia.nocookie.net/prisonbreak/images/4/4d/BreakoutKings-107-0191.jpg/revision/latest/scale-to-width-down/268?cb=20110716205131,,1,,,,,,,,,,,Fun with Chemistry,,,Male,,,,,1,,,,Fun with Chemistry,,,,,,,,,,Nick Santora Matt Olmstead,( unknown actor ),Alive,,,,
Patrick Vikan's bodyguard (I),https://prisonbreak.fandom.com/wiki/Patrick_Vikan%27s_bodyguard_(I),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Vikan's bodyguard (II),https://prisonbreak.fandom.com/wiki/Patrick_Vikan%27s_bodyguard_(II),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Vikan's bodyguard (III),https://prisonbreak.fandom.com/wiki/Patrick_Vikan%27s_bodyguard_(III),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Vikan's bodyguard (IV),https://prisonbreak.fandom.com/wiki/Patrick_Vikan%27s_bodyguard_(IV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Vikan's bodyguard (V),https://prisonbreak.fandom.com/wiki/Patrick_Vikan%27s_bodyguard_(V),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patty Wallace,https://prisonbreak.fandom.com/wiki/Patty_Wallace,https://static.wikia.nocookie.net/prisonbreak/images/1/12/Normal_ep216_104.jpg/revision/latest/scale-to-width-down/268?cb=20110414210006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patty,,
Paul Kellerman,https://prisonbreak.fandom.com/wiki/Paul_Kellerman,https://static.wikia.nocookie.net/prisonbreak/images/f/fc/Kellermanseason2.jpg/revision/latest/scale-to-width-down/268?cb=20110711133627,Unknown,42,1970,,,,,,,Shot in the head  by Van Gogh,,,Pilot,,,Male,,Owen Kravecki Lance Roy Hawkings [ 1 ],,,"1 , 2 , 4 , 5 The Final Break",,,,The Prisoner's Dilemma,,10,,,,,,,,Paul Scheuring,Paul Adelstein,Deceased,,,,2017
Paul Kellerman's daughter,https://prisonbreak.fandom.com/wiki/Paul_Kellerman%27s_daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Kellerman's escort guard,https://prisonbreak.fandom.com/wiki/Paul_Kellerman%27s_escort_guard,https://static.wikia.nocookie.net/prisonbreak/images/2/28/Normal_bscap0949.jpg/revision/latest/scale-to-width-down/268?cb=20110314171629,,,,Sona,,,,,,,,,,,,,,,,,,( unknown actor ),,,,,,Sona,,,Deceased,,,,,,,,,,
Paul Kellerman (Pobeg),https://prisonbreak.fandom.com/wiki/Paul_Kellerman_(Pobeg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paula Berry,https://prisonbreak.fandom.com/wiki/Paula_Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro Ramos,https://prisonbreak.fandom.com/wiki/Pedro_Ramos,https://static.wikia.nocookie.net/prisonbreak/images/4/4b/Pedroramos.png/revision/latest/scale-to-width-down/268?cb=20110713180438,3,2,,,,,,,,,,,Bolshoi Booze,,,Male,,,,,2,,,,Disconnect,,,,,,,,,,,José Zúñiga,Unknown,,,,
Perry Roland,https://prisonbreak.fandom.com/wiki/Perry_Roland,,,,,,,,,,,,,,,,,,,,,,,Stewart Arnott,,,,,,,,,Alive,,,,,,,,,,
Pete Gillies,https://prisonbreak.fandom.com/wiki/Pete_Gillies,https://static.wikia.nocookie.net/prisonbreak/images/d/d5/Pete.jpg/revision/latest/scale-to-width-down/268?cb=20120315202730,,4,,,,,,,,,,,An Unjust Death,,,Male,,,,,2,,,,Self Help,,,,,,,,,,Nick Santora Matt Olmstead,Ian Bohen,Alive,,,,
